user_id,age_group,location,device_type,subscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,sessions_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
USER-009383,46-55,Rosario,Mobile,Premium,253,11,69.54,147.0,23,108.4,6.3,0.094,1.3,0
USER-009384,18-25,Mendoza,Mobile,Basic,333,45,,45.0,11,85.4,4.2,0.317,4.05,1
USER-009385,26-35,Otros,Mobile,Basic,149,43,257.31,150.0,18,50.1,1.1,0.627,8.66,1
USER-009386,18-25,Cordoba,Tablet,Free,31,13,227.66,159.0,23,45.4,5.4,0.34,12.58,0
USER-009387,36-45,Otros,Mobile,Premium,5,23,12.0,58.0,7,103.3,10.3,0.066,23.0,0
USER-009388,18-25,Cordoba,Mobile,Basic,131,25,433.14,97.0,5,,16.5,0.273,,0
USER-009389,46-55,Mendoza,Mobile,Basic,151,42,470.25,8.0,20,98.6,10.4,0.621,8.34,0
USER-009390,36-45,Buenos Aires,Mobile,Basic,252,13,483.97,19.0,3,4.0,8.3,0.56,1.55,0
USER-009391,55+,Buenos Aires,Desktop,Free,264,43,271.17,36.0,22,,18.1,0.687,4.89,1
USER-009392,18-25,Rosario,Mobile,Premium,273,7,484.17,170.0,24,64.6,6.1,,0.77,0
USER-009393,46-55,La Plata,Mobile,Basic,363,12,375.07,111.0,8,119.9,11.2,0.1,0.99,1
USER-009394,36-45,Otros,Mobile,Premium,158,25,476.06,113.0,22,70.2,12.2,0.6,4.75,0
USER-009395,26-35,Buenos Aires,Desktop,Free,245,21,438.57,157.0,23,93.8,8.7,0.316,2.57,0
USER-009396,,Cordoba,Mobile,Free,171,43,349.83,113.0,5,119.1,17.3,0.725,7.54,1
USER-009397,,Cordoba,Mobile,Enterprise,100,14,298.85,159.0,16,,10.9,0.053,4.2,0
USER-009398,55+,Otros,Mobile,Premium,290,0,289.14,999.0,30,15.5,12.0,0.174,0.0,0
USER-009399,46-55,Rosario,Mobile,Basic,167,3,,6.0,15,72.5,2.0,0.635,0.54,1
USER-009400,,Rosario,Mobile,Free,350,31,100.21,36.0,30,12.2,12.8,0.717,2.66,1
USER-009401,46-55,Otros,Desktop,Enterprise,266,7,21.88,,2,,10.8,0.629,,1
USER-009402,26-35,Buenos Aires,Desktop,Basic,249,27,235.61,69.0,5,92.6,10.2,0.127,3.25,1
USER-009403,26-35,Rosario,Mobile,Free,42,21,427.53,118.0,10,111.9,4.2,0.534,15.0,1
USER-009404,55+,Cordoba,Mobile,Premium,6,14,320.59,53.0,8,6.8,13.5,0.158,14.0,0
USER-009405,46-55,Cordoba,Desktop,Free,246,26,453.32,94.0,5,85.2,14.6,0.712,3.17,0
USER-009406,36-45,Cordoba,Mobile,Free,240,0,,999.0,0,69.4,17.6,0.434,0.0,0
USER-009407,18-25,Buenos Aires,Tablet,Basic,68,20,299.07,160.0,2,16.7,15.7,0.707,8.82,1
USER-009408,46-55,Rosario,Desktop,Premium,160,2,413.02,,9,20.2,,0.068,0.38,0
USER-009409,26-35,Otros,Mobile,Free,354,5,208.05,64.0,21,83.9,4.9,0.527,0.42,1
USER-009410,26-35,Otros,Mobile,Basic,225,7,438.87,72.0,25,109.4,10.2,0.781,0.93,1
USER-009411,18-25,Buenos Aires,,Premium,325,42,,27.0,29,46.6,5.1,0.591,3.88,1
USER-009412,46-55,Buenos Aires,Mobile,Free,356,16,318.08,46.0,6,22.0,14.9,0.696,1.35,1
USER-009413,46-55,La Plata,Mobile,Premium,237,38,50.18,,25,36.1,14.7,0.147,4.81,1
USER-009414,18-25,Buenos Aires,Desktop,Free,139,19,365.33,144.0,28,101.5,18.4,,4.1,0
USER-009415,36-45,Cordoba,Mobile,Free,66,30,42.39,71.0,13,54.3,17.3,0.758,13.64,1
USER-009416,36-45,Cordoba,Tablet,Premium,125,35,371.15,124.0,20,30.5,12.7,0.548,8.4,1
USER-009417,26-35,La Plata,Mobile,Premium,106,24,,97.0,19,49.3,3.2,0.383,6.79,1
USER-009418,36-45,La Plata,Mobile,,363,17,473.49,32.0,18,88.5,9.6,0.091,1.4,1
USER-009419,36-45,Buenos Aires,,Premium,305,31,377.04,114.0,28,75.6,18.8,0.722,3.05,0
USER-009420,46-55,Cordoba,Desktop,Free,1,13,,160.0,13,15.6,11.3,0.704,13.0,1
USER-009421,18-25,Cordoba,Mobile,Free,147,17,50.51,,5,97.6,4.8,0.419,3.47,1
USER-009422,36-45,Rosario,Desktop,Free,297,46,58.12,14.0,30,63.3,,0.249,4.65,0
USER-009423,46-55,Cordoba,Desktop,Free,102,5,85.86,132.0,3,27.1,9.7,0.23,1.47,1
USER-009424,26-35,Buenos Aires,Mobile,Basic,21,18,433.04,56.0,30,117.7,6.8,0.278,18.0,0
USER-009425,36-45,Buenos Aires,Tablet,Basic,230,23,137.87,22.0,11,3.6,7.9,0.779,,0
USER-009426,26-35,Rosario,Tablet,Free,60,12,264.67,171.0,24,34.2,15.3,,6.0,1
USER-009427,46-55,,Mobile,Basic,201,29,147.98,93.0,2,42.0,18.5,0.449,4.33,1
USER-009428,26-35,Rosario,Mobile,Free,25,50,297.94,138.0,23,,15.4,0.236,50.0,0
USER-009429,18-25,Buenos Aires,Mobile,Free,149,21,479.77,110.0,3,50.0,2.1,0.682,4.23,1
USER-009430,36-45,Buenos Aires,Mobile,Free,58,12,34.18,134.0,4,8.7,1.2,0.175,6.21,1
USER-009431,36-45,Rosario,Tablet,Basic,94,10,318.59,174.0,27,58.9,16.7,0.474,3.19,0
USER-009432,46-55,Cordoba,Desktop,Premium,31,1,287.89,22.0,10,97.3,2.5,0.461,0.97,1
USER-009433,26-35,Cordoba,Mobile,Basic,191,9,125.53,,11,106.0,4.4,0.549,1.41,1
USER-009434,18-25,Cordoba,Mobile,Basic,282,7,138.0,25.0,17,25.2,19.5,,0.74,0
USER-009435,26-35,Buenos Aires,Desktop,Basic,159,6,274.2,165.0,29,27.7,8.3,0.037,1.13,0
USER-009436,18-25,Buenos Aires,Mobile,,211,19,112.21,6.0,17,25.3,1.4,0.007,2.7,0
USER-009437,36-45,Cordoba,Mobile,Free,249,18,368.47,154.0,17,97.1,15.2,0.655,2.17,1
USER-009438,26-35,,Desktop,Free,297,19,351.56,83.0,6,12.0,1.9,0.278,1.92,0
USER-009439,,Cordoba,Mobile,Basic,15,15,427.32,79.0,8,98.2,6.5,0.605,15.0,1
USER-009440,18-25,Buenos Aires,Mobile,Premium,56,17,456.74,89.0,18,9.8,12.0,0.008,9.11,1
USER-009441,26-35,Buenos Aires,Desktop,Free,106,41,376.48,175.0,15,38.0,7.3,0.7,11.6,1
USER-009442,26-35,Buenos Aires,Mobile,Premium,183,15,,2.0,0,,,0.526,2.46,0
USER-009443,26-35,La Plata,Mobile,Free,127,20,172.73,,14,39.5,3.8,0.342,4.72,1
USER-009444,18-25,Rosario,Desktop,Free,285,29,363.65,30.0,29,72.7,12.1,0.497,3.05,0
USER-009445,26-35,Cordoba,Desktop,Enterprise,244,27,392.71,81.0,18,50.1,16.8,,3.32,0
USER-009446,,Buenos Aires,Desktop,Free,159,9,78.49,143.0,8,110.9,11.5,0.636,1.7,1
USER-009447,18-25,Otros,Mobile,Basic,51,30,,116.0,12,66.2,3.2,0.192,17.65,1
USER-009448,26-35,Otros,Mobile,Premium,222,25,168.98,,26,117.2,19.6,0.674,3.38,1
USER-009449,18-25,Buenos Aires,Desktop,Basic,83,3,299.1,41.0,11,77.9,9.3,0.631,1.08,1
USER-009450,26-35,Buenos Aires,,Premium,248,5,205.01,154.0,15,20.3,18.1,0.399,0.6,1
USER-009451,26-35,Mendoza,Mobile,Basic,325,36,271.51,106.0,18,99.8,,0.209,3.32,1
USER-009452,55+,Mendoza,Mobile,Free,136,50,441.39,112.0,19,98.3,3.0,0.201,11.03,1
USER-009453,36-45,Buenos Aires,Desktop,Free,41,38,469.92,23.0,1,12.9,8.2,0.247,27.8,1
USER-009454,55+,Buenos Aires,Mobile,Basic,322,20,336.33,126.0,12,79.8,1.3,0.783,1.86,0
USER-009455,18-25,Otros,Desktop,Free,175,27,155.23,134.0,30,12.4,9.5,0.583,4.63,0
USER-009456,46-55,Cordoba,Mobile,Basic,134,45,69.91,4.0,13,11.2,3.9,0.549,10.07,1
USER-009457,18-25,Mendoza,Mobile,Free,43,45,125.51,,29,29.4,12.0,0.355,31.4,1
USER-009458,18-25,,Mobile,Premium,310,21,154.18,106.0,23,,3.4,0.122,2.03,0
USER-009459,36-45,Otros,Mobile,Premium,189,29,93.68,,3,53.4,4.3,0.354,4.6,0
USER-009460,18-25,La Plata,Desktop,Free,295,7,457.59,159.0,27,36.3,16.6,0.168,0.71,0
USER-009461,18-25,Buenos Aires,Mobile,Basic,156,12,410.8,102.0,15,106.1,,,,1
USER-009462,,Cordoba,Mobile,Premium,200,28,418.95,177.0,1,102.5,6.4,0.046,4.2,0
USER-009463,36-45,Cordoba,Desktop,Premium,265,18,389.45,13.0,7,93.5,10.1,,2.04,0
USER-009464,26-35,Cordoba,Tablet,Basic,211,19,478.03,152.0,6,25.6,2.3,0.348,2.7,0
USER-009465,26-35,Mendoza,Mobile,Free,156,1,165.31,,28,99.6,1.2,0.535,0.19,0
USER-009466,26-35,Cordoba,Mobile,Premium,88,39,489.08,70.0,23,88.6,15.2,,13.3,1
USER-009467,18-25,Rosario,Desktop,Free,94,36,62.35,19.0,0,49.0,17.6,0.457,11.49,0
USER-009468,18-25,Rosario,Tablet,Premium,302,3,413.81,120.0,16,95.1,14.2,0.087,0.3,1
USER-009469,36-45,Cordoba,Desktop,Basic,276,19,272.77,54.0,0,101.4,9.8,,2.07,0
USER-009470,26-35,Rosario,Desktop,Premium,182,36,483.0,55.0,3,29.5,9.9,0.207,5.93,1
USER-009471,46-55,Cordoba,Mobile,Premium,40,34,,153.0,27,,,0.542,25.5,1
USER-009472,26-35,Rosario,Mobile,Free,256,10,364.85,104.0,27,110.7,2.5,0.564,1.17,1
USER-009473,46-55,Buenos Aires,,Free,295,45,461.1,118.0,20,96.7,1.6,0.754,4.58,0
USER-009474,46-55,Rosario,Mobile,Free,246,46,135.59,,27,93.7,10.1,,5.61,0
USER-009475,26-35,Cordoba,Mobile,Premium,112,1,429.39,118.0,30,100.1,4.3,0.33,,1
USER-009476,18-25,Cordoba,Mobile,Basic,171,34,160.2,46.0,21,,8.9,0.443,5.96,0
USER-009477,26-35,Buenos Aires,Desktop,Premium,218,20,272.44,123.0,14,25.8,,0.507,2.75,1
USER-009478,18-25,Buenos Aires,Desktop,Free,47,0,295.79,,3,34.1,2.4,0.722,0.0,0
USER-009479,36-45,Cordoba,Mobile,Basic,0,28,139.3,149.0,5,18.7,1.8,0.702,28.0,0
USER-009480,26-35,La Plata,Mobile,Basic,86,27,142.34,118.0,28,32.0,13.5,0.709,9.42,0
USER-009481,18-25,Rosario,Desktop,Free,123,32,243.76,,19,108.9,16.5,0.533,,0
USER-009482,18-25,Cordoba,Desktop,Basic,118,38,380.31,69.0,26,60.0,14.2,0.019,9.66,0
USER-009483,18-25,Buenos Aires,Tablet,Free,101,21,318.24,8.0,1,,5.0,0.051,6.24,1
USER-009484,18-25,Buenos Aires,Mobile,Free,248,30,173.8,164.0,22,112.2,5.3,0.444,3.63,1
USER-009485,26-35,Mendoza,Mobile,Premium,112,50,292.26,149.0,30,112.2,18.3,0.791,13.39,0
USER-009486,55+,Cordoba,Mobile,Basic,121,13,300.67,115.0,13,34.1,10.3,0.107,3.22,1
USER-009487,,La Plata,Mobile,Free,75,4,126.1,79.0,1,75.0,8.0,0.714,1.6,1
USER-009488,26-35,Otros,Mobile,Premium,292,34,226.8,47.0,26,27.1,19.4,0.305,3.49,1
USER-009489,36-45,Otros,Mobile,Free,73,38,431.5,7.0,13,113.5,14.7,0.135,15.62,1
USER-009490,36-45,Rosario,Mobile,Basic,284,7,498.77,108.0,25,65.0,1.6,0.347,0.74,1
USER-009491,46-55,Cordoba,Mobile,Premium,207,15,377.75,172.0,6,19.0,4.7,0.457,2.17,1
USER-009492,,Otros,Desktop,Basic,134,32,390.29,,8,81.7,,0.762,7.16,1
USER-009493,46-55,Buenos Aires,Mobile,Basic,361,2,99.39,,27,31.9,12.4,0.232,0.17,0
USER-009494,36-45,Buenos Aires,Mobile,Free,239,46,78.91,162.0,22,15.7,18.0,0.146,,0
USER-009495,18-25,Otros,Desktop,Basic,332,0,255.43,999.0,20,112.0,12.5,0.487,0.0,1
USER-009496,26-35,Buenos Aires,Tablet,Free,149,24,427.52,12.0,29,82.9,4.1,0.405,4.83,1
USER-009497,26-35,La Plata,Mobile,Free,191,10,215.62,60.0,25,102.0,2.7,0.101,1.57,0
USER-009498,36-45,La Plata,Desktop,Free,113,8,160.98,,14,60.7,6.1,0.292,2.12,0
USER-009499,55+,Rosario,Desktop,Basic,302,5,240.71,100.0,28,6.2,9.2,0.254,0.5,1
USER-009500,26-35,Buenos Aires,Mobile,Basic,184,42,110.4,152.0,19,16.0,6.3,0.692,6.85,1
USER-009501,36-45,Rosario,Mobile,Basic,321,13,474.05,42.0,27,79.3,18.7,0.094,1.21,0
USER-009502,18-25,Buenos Aires,Mobile,Basic,257,12,389.91,40.0,7,89.4,,0.647,1.4,1
USER-009503,18-25,Buenos Aires,Tablet,Basic,23,14,182.13,,26,46.6,8.1,0.757,14.0,0
USER-009504,55+,Buenos Aires,Mobile,Basic,135,6,250.87,31.0,9,83.8,7.8,0.12,1.33,0
USER-009505,26-35,Buenos Aires,Desktop,Free,282,15,177.57,,1,89.5,6.4,0.512,1.6,0
USER-009506,26-35,,Mobile,Premium,313,31,213.69,68.0,13,61.8,9.6,0.522,2.97,0
USER-009507,18-25,La Plata,Desktop,Free,50,49,45.27,92.0,19,26.8,16.5,0.022,29.4,1
USER-009508,26-35,La Plata,Tablet,Basic,327,34,262.53,65.0,4,8.8,15.0,0.394,3.12,0
USER-009509,18-25,Otros,Mobile,Free,348,37,165.75,50.0,7,83.8,6.1,0.745,3.19,0
USER-009510,36-45,Otros,Desktop,Premium,231,8,151.74,25.0,9,93.4,11.2,0.439,1.04,0
USER-009511,26-35,Rosario,Mobile,Free,233,23,42.35,,2,19.8,9.9,0.379,2.96,0
USER-009512,26-35,Buenos Aires,,Free,317,6,343.27,130.0,3,15.1,12.1,0.55,0.57,1
USER-009513,18-25,Buenos Aires,Mobile,Free,180,36,222.16,108.0,22,61.8,6.0,0.303,6.0,0
USER-009514,18-25,Buenos Aires,Mobile,Enterprise,95,47,303.85,,3,22.5,17.8,0.691,14.84,0
USER-009515,26-35,Buenos Aires,Mobile,Free,37,27,230.36,128.0,10,24.6,8.9,0.151,21.89,0
USER-009516,36-45,Cordoba,Mobile,Premium,161,9,99.93,121.0,20,49.6,4.9,0.751,1.68,0
USER-009517,26-35,Buenos Aires,Mobile,Free,124,1,300.44,169.0,28,57.5,,,0.24,0
USER-009518,26-35,,Mobile,Basic,204,25,363.26,26.0,7,32.1,11.3,0.668,3.68,1
USER-009519,26-35,Buenos Aires,Tablet,Free,291,4,123.9,,27,86.8,15.4,0.03,0.41,0
USER-009520,36-45,Cordoba,Desktop,Free,193,43,449.53,142.0,26,45.3,3.9,,6.68,0
USER-009521,36-45,Rosario,Mobile,Basic,363,3,161.61,,22,76.6,16.2,,0.25,1
USER-009522,36-45,La Plata,Mobile,Free,80,25,32.47,153.0,13,34.6,8.7,0.399,9.38,1
USER-009523,18-25,Cordoba,Mobile,Premium,12,48,369.3,,8,102.4,18.4,,48.0,0
USER-009524,46-55,Buenos Aires,Mobile,Free,138,13,347.75,,16,69.7,2.8,0.184,2.83,1
USER-009525,26-35,La Plata,Mobile,Basic,127,33,62.45,36.0,13,32.3,10.9,0.246,7.8,1
USER-009526,46-55,Cordoba,Desktop,Premium,95,47,308.62,37.0,27,88.3,6.3,0.748,14.84,1
USER-009527,18-25,Cordoba,Mobile,Enterprise,51,27,104.72,0.0,3,19.9,6.5,0.611,15.88,0
USER-009528,18-25,La Plata,Desktop,Free,209,9,,,18,103.9,8.9,0.21,1.29,1
USER-009529,18-25,Mendoza,Mobile,Free,86,6,41.04,155.0,3,30.7,11.6,0.069,,0
USER-009530,26-35,Rosario,Mobile,Free,145,2,251.11,,1,93.2,8.0,0.287,0.41,1
USER-009531,18-25,Mendoza,Desktop,Premium,233,17,102.14,74.0,17,51.6,12.6,0.447,2.19,1
USER-009532,55+,Buenos Aires,Desktop,Premium,49,4,429.07,102.0,4,101.4,,0.148,2.45,0
USER-009533,26-35,Otros,Mobile,Free,167,6,,101.0,26,113.4,2.6,0.404,1.08,1
USER-009534,46-55,Buenos Aires,Desktop,Free,72,40,144.46,6.0,21,110.1,6.8,0.158,16.67,0
USER-009535,18-25,Buenos Aires,Mobile,Free,72,42,,134.0,26,57.9,11.8,0.097,17.5,0
USER-009536,18-25,Buenos Aires,Desktop,Premium,11,15,405.1,109.0,1,101.6,1.4,0.14,15.0,0
USER-009537,36-45,Rosario,Mobile,Free,212,3,313.77,53.0,16,21.3,,0.686,0.42,1
USER-009538,18-25,Buenos Aires,Mobile,Free,149,14,92.21,173.0,28,86.8,7.7,,2.82,0
USER-009539,,Buenos Aires,Mobile,Premium,44,44,319.54,13.0,24,54.9,6.3,0.264,30.0,1
USER-009540,46-55,Cordoba,Mobile,,41,30,30.25,151.0,0,72.4,2.1,0.686,21.95,0
USER-009541,46-55,Rosario,Desktop,Free,364,43,15.67,90.0,19,40.4,12.7,0.464,3.54,1
USER-009542,36-45,Buenos Aires,Desktop,Basic,198,7,327.8,69.0,0,62.8,3.6,0.488,1.06,1
USER-009543,36-45,Buenos Aires,Mobile,Free,28,18,460.1,149.0,29,89.2,5.6,0.175,18.0,0
USER-009544,36-45,Buenos Aires,Mobile,Free,136,41,486.54,112.0,14,14.3,8.4,0.489,,0
USER-009545,26-35,Rosario,Desktop,Free,22,20,45.62,69.0,2,,9.3,0.173,20.0,1
USER-009546,26-35,Buenos Aires,Desktop,Free,88,37,347.01,170.0,7,,15.6,0.204,12.61,0
USER-009547,26-35,Cordoba,Tablet,Free,10,31,,42.0,14,60.4,,0.2,31.0,0
USER-009548,,Buenos Aires,Desktop,Basic,317,6,476.63,70.0,15,106.2,6.6,0.064,0.57,0
USER-009549,26-35,Buenos Aires,Mobile,Basic,276,26,472.98,155.0,6,47.1,3.2,0.152,2.83,1
USER-009550,46-55,Cordoba,Mobile,Free,326,11,269.12,,25,76.8,14.0,0.366,1.01,0
USER-009551,18-25,Buenos Aires,Mobile,Basic,319,9,177.99,44.0,9,18.5,9.4,0.196,0.85,0
USER-009552,36-45,,Mobile,Basic,355,11,,71.0,12,12.4,,,0.93,1
USER-009553,46-55,Rosario,Mobile,Premium,52,26,17.4,177.0,10,51.8,8.9,0.068,15.0,1
USER-009554,26-35,Buenos Aires,Mobile,Free,193,7,160.35,24.0,30,105.2,12.5,0.125,1.09,0
USER-009555,26-35,Cordoba,Desktop,Basic,179,38,394.72,137.0,28,55.5,12.3,,,1
USER-009556,18-25,Buenos Aires,Mobile,Basic,261,44,204.65,,21,93.5,4.5,0.624,5.06,0
USER-009557,36-45,Buenos Aires,Mobile,Basic,186,30,453.11,124.0,2,115.7,6.8,0.372,4.84,0
USER-009558,18-25,Cordoba,Mobile,Free,116,26,303.01,99.0,19,24.7,6.7,0.738,6.72,0
USER-009559,26-35,Buenos Aires,Desktop,Free,262,12,,,3,114.6,14.7,0.706,1.37,0
USER-009560,46-55,Buenos Aires,Desktop,Free,169,7,72.89,73.0,5,96.8,16.3,0.633,1.24,1
USER-009561,26-35,Buenos Aires,Mobile,Free,8,21,43.49,109.0,0,103.0,1.1,0.655,21.0,1
USER-009562,36-45,Buenos Aires,Tablet,Free,320,41,445.3,151.0,10,109.8,4.1,0.353,,0
USER-009563,18-25,Mendoza,Desktop,Premium,108,43,406.49,177.0,9,115.3,3.8,0.515,11.94,0
USER-009564,55+,Mendoza,Mobile,Free,111,17,85.17,8.0,12,42.3,,0.026,4.59,0
USER-009565,18-25,Otros,Mobile,Basic,60,3,323.12,137.0,9,35.4,10.3,0.03,1.5,1
USER-009566,26-35,Cordoba,Desktop,Premium,3,15,376.59,19.0,13,,1.4,0.229,15.0,0
USER-009567,46-55,La Plata,Mobile,Premium,184,17,282.07,,21,33.0,5.1,0.537,2.77,0
USER-009568,36-45,Mendoza,Mobile,Basic,214,42,370.54,42.0,27,112.2,7.8,0.595,,1
USER-009569,18-25,Buenos Aires,Mobile,Basic,8,29,48.74,69.0,10,103.1,16.5,,29.0,1
USER-009570,26-35,Buenos Aires,Mobile,Basic,69,6,187.04,70.0,24,10.1,14.5,0.317,2.61,1
USER-009571,46-55,Buenos Aires,Mobile,Free,300,39,262.23,16.0,21,96.4,1.2,,3.9,0
USER-009572,26-35,Otros,Desktop,Free,43,6,89.58,65.0,5,46.3,17.0,0.28,4.19,0
USER-009573,18-25,Buenos Aires,Tablet,Basic,132,17,210.8,103.0,4,43.6,14.6,0.05,3.86,0
USER-009574,46-55,Buenos Aires,Mobile,Basic,36,4,216.93,,21,34.9,5.6,0.118,3.33,1
USER-009575,36-45,Rosario,Mobile,Free,314,1,457.95,,12,50.0,2.0,0.734,0.1,1
USER-009576,36-45,Cordoba,Tablet,Free,106,7,137.47,152.0,28,44.8,14.4,0.38,1.98,0
USER-009577,26-35,Cordoba,Desktop,Free,11,15,50.89,40.0,17,27.3,4.5,0.427,15.0,0
USER-009578,18-25,Rosario,Desktop,Free,249,35,344.53,,4,92.1,1.9,0.434,4.22,1
USER-009579,18-25,Cordoba,Mobile,Free,331,31,385.18,140.0,24,3.3,,,2.81,1
USER-009580,55+,Buenos Aires,Desktop,Basic,118,42,78.18,71.0,20,36.0,3.1,0.383,10.68,0
USER-009581,36-45,La Plata,Desktop,Free,298,47,441.13,68.0,1,109.9,5.3,0.742,4.73,0
USER-009582,18-25,Buenos Aires,Desktop,Premium,129,12,201.74,,25,93.9,16.3,0.795,2.79,0
USER-009583,46-55,Buenos Aires,Mobile,Free,106,41,,65.0,23,85.4,,0.465,11.6,0
USER-009584,55+,Mendoza,Mobile,Basic,133,0,483.99,999.0,2,78.8,19.4,0.745,,1
USER-009585,18-25,Cordoba,Mobile,Premium,178,24,321.9,153.0,9,1.7,,0.587,4.04,1
USER-009586,46-55,Buenos Aires,Mobile,Premium,171,30,404.51,147.0,3,114.0,8.0,0.475,5.26,1
USER-009587,18-25,Buenos Aires,Mobile,Basic,177,31,212.11,101.0,15,37.7,,0.212,5.25,0
USER-009588,18-25,Cordoba,Mobile,Premium,246,22,369.78,35.0,13,8.0,8.5,0.202,2.68,1
USER-009589,18-25,Mendoza,Desktop,Free,348,39,397.56,73.0,8,45.8,12.7,0.7,,1
USER-009590,36-45,Otros,Tablet,Free,10,31,462.38,119.0,17,104.0,2.7,,31.0,0
USER-009591,36-45,Rosario,Mobile,Free,144,0,464.45,999.0,11,20.9,10.2,0.62,0.0,0
USER-009592,36-45,Buenos Aires,Desktop,Free,179,29,323.27,123.0,25,,,0.411,4.86,0
USER-009593,18-25,Buenos Aires,Mobile,Free,301,10,199.46,90.0,17,3.6,14.0,0.363,1.0,1
USER-009594,36-45,Buenos Aires,Tablet,Basic,27,12,304.7,138.0,20,6.5,9.8,0.71,12.0,0
USER-009595,18-25,La Plata,Desktop,Free,72,26,211.17,78.0,22,19.2,18.4,0.191,10.83,0
USER-009596,46-55,Buenos Aires,Tablet,Basic,326,3,314.36,91.0,21,,12.4,0.389,0.28,0
USER-009597,26-35,Buenos Aires,Desktop,Premium,350,47,46.7,,6,102.3,11.9,0.094,4.03,1
USER-009598,26-35,Mendoza,Mobile,Premium,73,19,365.81,133.0,22,115.1,3.8,0.348,,1
USER-009599,26-35,Otros,Mobile,Basic,83,11,336.93,173.0,18,,11.0,0.548,3.98,1
USER-009600,26-35,La Plata,Mobile,Premium,359,13,427.69,78.0,15,35.3,,0.431,1.09,1
USER-009601,,Buenos Aires,Desktop,Basic,32,10,290.78,36.0,12,84.1,10.4,0.567,9.38,1
USER-009602,46-55,Rosario,Desktop,Free,232,33,357.59,75.0,8,21.8,16.4,0.211,4.27,0
USER-009603,55+,Otros,Desktop,Basic,280,12,212.93,123.0,1,97.0,4.7,0.457,1.29,1
USER-009604,,Buenos Aires,Mobile,Free,236,30,91.22,21.0,25,,6.2,,3.81,1
USER-009605,18-25,Otros,Mobile,Basic,29,35,,89.0,15,93.8,2.0,0.257,35.0,1
USER-009606,18-25,Buenos Aires,Mobile,Premium,241,22,80.29,15.0,21,75.3,16.6,0.613,2.74,0
USER-009607,36-45,Buenos Aires,Mobile,Basic,114,40,305.22,55.0,25,68.1,13.9,0.786,10.53,1
USER-009608,55+,Mendoza,Mobile,Basic,279,19,135.07,,7,16.3,14.9,0.295,2.04,1
USER-009609,36-45,Cordoba,Mobile,Free,42,3,179.18,54.0,6,7.8,1.3,0.275,2.14,0
USER-009610,26-35,Rosario,Mobile,Basic,29,44,382.03,168.0,1,70.8,3.5,0.462,44.0,1
USER-009611,18-25,Mendoza,Mobile,Premium,363,27,346.56,116.0,17,,9.2,0.717,2.23,0
USER-009612,36-45,Cordoba,Desktop,Free,276,10,412.1,12.0,6,58.1,15.6,0.199,1.09,0
USER-009613,26-35,,Mobile,Basic,72,26,226.37,117.0,11,69.2,10.5,0.001,10.83,0
USER-009614,36-45,Otros,Mobile,Basic,96,12,78.28,63.0,14,30.0,12.7,0.141,3.75,0
USER-009615,46-55,Buenos Aires,Desktop,Basic,158,30,443.96,96.0,24,23.6,18.8,0.775,5.7,0
USER-009616,26-35,Buenos Aires,Mobile,Premium,39,16,336.46,,24,34.3,19.3,0.531,12.31,1
USER-009617,18-25,Rosario,Desktop,Premium,28,47,104.72,160.0,13,107.0,19.8,0.313,47.0,1
USER-009618,18-25,Rosario,Mobile,Free,249,6,202.42,95.0,25,117.8,9.1,0.183,0.72,1
USER-009619,26-35,Buenos Aires,Mobile,Free,237,7,389.91,42.0,22,80.5,10.3,0.01,0.89,1
USER-009620,36-45,Buenos Aires,Desktop,Premium,68,46,32.41,20.0,9,18.7,6.8,0.728,20.29,1
USER-009621,46-55,Buenos Aires,Desktop,Free,132,16,166.67,107.0,11,75.0,15.1,0.206,3.64,0
USER-009622,46-55,Buenos Aires,Mobile,Basic,236,48,431.3,52.0,0,33.1,18.7,0.07,6.1,1
USER-009623,18-25,Cordoba,Mobile,Premium,267,17,468.18,62.0,9,68.6,18.8,0.444,,0
USER-009624,36-45,Buenos Aires,Mobile,Premium,235,11,223.31,115.0,3,,5.6,0.5,1.4,1
USER-009625,36-45,Mendoza,Desktop,Free,96,23,243.65,131.0,25,27.3,4.2,,7.19,1
USER-009626,36-45,Cordoba,Mobile,Enterprise,342,11,432.44,141.0,25,57.3,5.9,0.014,0.96,0
USER-009627,46-55,La Plata,Desktop,Basic,157,31,417.29,140.0,30,35.7,1.5,0.175,5.92,1
USER-009628,18-25,Mendoza,Mobile,Free,358,7,,,6,32.2,19.9,0.047,0.59,0
USER-009629,,Cordoba,Mobile,Basic,262,1,75.94,153.0,0,81.0,6.4,0.203,0.11,1
USER-009630,18-25,Buenos Aires,Mobile,Premium,307,8,329.11,129.0,0,89.8,11.9,0.382,0.78,1
USER-009631,18-25,Rosario,Desktop,Premium,103,0,131.25,999.0,25,19.7,5.0,0.786,0.0,0
USER-009632,26-35,Buenos Aires,Mobile,Free,243,37,30.9,48.0,23,70.6,11.3,0.078,4.57,0
USER-009633,18-25,Rosario,Desktop,Free,322,29,73.37,11.0,20,41.2,,0.428,2.7,1
USER-009634,18-25,Buenos Aires,Desktop,Free,248,5,287.91,73.0,13,110.2,15.3,0.434,0.6,0
USER-009635,18-25,Buenos Aires,Mobile,Premium,323,14,36.06,135.0,30,50.9,12.4,0.452,1.3,0
